  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
576870 ***** 202201042100 321  14  33 *** *** * * *  1.4 21 ** ** ** ** ** ** ** *   42   41 1022.8 ***** 1008.0  53  42 *****  0.22  0.22  0.22 **
576870 ***** 202201050000 331   9  33 *** *** * * *  0.8 10 ** ** ** ** ** ** ** 0   41   40 1024.2 ***** 1009.3  53  42 *****  0.21  0.22 *****  0
576870 ***** 202201050300 335  10  33 *** *** * * *  1.6 10 ** ** ** ** ** ** ** 0   42   40 1026.8 ***** 1011.8  53  41 ***** *****  0.22  0.22 **
576870 ***** 202201050600 325   9  33 *** *** * * *  2.0 10 ** ** ** ** ** ** ** 0   43   40 1024.4 ***** 1009.5  52  41 ***** *****  0.22 *****  0
576870 ***** 202201050900 359   9  23 *** *** * * *  3.1 10 ** ** ** ** ** ** ** 0   42   38 1026.0 ***** 1011.0  50  41 ***** *****  0.22 ***** **
576870 ***** 202201051200 327   6  23 *** *** * * *  2.5 10 ** ** ** ** ** ** ** 0   41   38 1027.0 ***** 1012.0  48  41 ***** *****  0.22 *****  0
576870 ***** 202201051500 335   9  20 *** *** * * *  2.9 10 ** ** ** ** ** ** ** *   41   38 1027.7 ***** 1012.7  46  41 ***** *****  0.22 ***** **
576870 ***** 202201051800 345   9  18 *** *** * * *  2.6 10 ** ** ** ** ** ** ** 0   41   38 1028.4 ***** 1013.4  44  41 ***** *****  0.21 ***** **
576870 ***** 202201052100 354   7  21 *** *** * * *  2.6 10 ** ** ** ** ** ** ** *   41   38 1028.2 ***** 1013.2  43  41 ***** ***** ***** ***** **
576870 ***** 202201060000 334  10  21 *** *** * * *  2.4 10 ** ** ** ** ** ** ** 0   40   38 1029.4 ***** 1014.3  43  40 ***** *****  0.00 ***** **
576870 ***** 202201060300 334   8  21 *** *** * * *  2.3 10 ** ** ** ** ** ** ** 0   40   39 1030.5 ***** 1015.4  43  40 ***** ***** ***** ***** **
576870 ***** 202201060600 334  10  22 *** *** * * *  2.1 60 ** ** ** ** ** ** ** 0   40   39 1028.1 ***** 1013.0  43  40 *****  0.02  0.02 *****  0
576870 ***** 202201060900 325  11  22 *** *** * * *  2.2 62 ** ** ** ** ** ** ** 0   40   40 1028.4 ***** 1013.3  42  40 *****  0.16  0.16  0.16 **
576870 ***** 202201061200 328   9  22 *** *** * * *  3.0 60 ** ** ** ** ** ** ** 5   41   40 1030.2 ***** 1015.1  42  40 *****  0.47  0.49 *****  0
576870 ***** 202201061500 331  10  22 *** *** * * *  1.7 10 ** ** ** ** ** ** ** *   41   40 1031.1 ***** 1016.0  42  40 *****  0.33  0.49  0.49 **
576870 ***** 202201062100 335   6  21 *** *** * * *  1.4 10 ** ** ** ** ** ** ** *   40   40 1030.1 ***** 1015.0  41  40 ***** *****  0.49  0.33 **
576870 ***** 202201070000 340   6  21 *** *** * * *  1.1 10 ** ** ** ** ** ** ** 0   40   40 1031.1 ***** 1016.0  41  40 ***** *****  0.49 *****  0
576870 ***** 202201070300 318   8  18 *** *** * * *  1.1 10 ** ** ** ** ** ** ** 0   41   41 1031.4 ***** 1016.3  41  40 ***** *****  0.49 ***** **
576870 ***** 202201070600 335   5  18 *** *** * * *  2.6 10 ** ** ** ** ** ** ** 0   43   40 1029.1 ***** 1014.1  43  40 ***** *****  0.47 *****  0
576870 ***** 202201070900 321   8  18 *** *** * * *  3.1 10 ** ** ** ** ** ** ** 0   43   40 1028.5 ***** 1013.5  43  40 ***** *****  0.33 ***** **
576870 ***** 202201071200 311   5  16 *** *** * * *  1.3 60 ** ** ** ** ** ** ** 5   42   41 1029.5 ***** 1014.4  43  40 *****  0.06  0.06 *****  0
576870 ***** 202201071500 313   7  16 *** *** * * *  1.2 50 ** ** ** ** ** ** ** *   42   41 1029.6 ***** 1014.5  43  40 *****  0.14  0.14  0.14 **
576870 ***** 202201071800 318   8  16 *** *** * * *  1.0 60 ** ** ** ** ** ** ** 5   42   41 1028.7 ***** 1013.7  43  40 *****  0.13  0.19  0.19 **
576870 ***** 202201072100 307   6  16 *** *** * * *  0.9 60 ** ** ** ** ** ** ** *   41   41 1027.2 ***** 1012.2  43  40 *****  0.11  0.25  0.25 **
576870 ***** 202201080000 327   5  13 *** *** * * *  0.2 45 ** ** ** ** ** ** ** 4   41   41 1027.5 ***** 1012.5  43  40 *****  0.07  0.26 *****  0
576870 ***** 202201080300 318   8  13 *** *** * * *  0.8 60 ** ** ** ** ** ** ** 5   41   41 1028.4 ***** 1013.4  43  41 *****  0.01  0.26  0.12 **
576870 ***** 202201080600 295   6  13 *** *** * * *  1.8 60 ** ** ** ** ** ** ** 5   42   41 1025.7 ***** 1010.7  43  42 *****  0.11  0.36 *****  0
576870 ***** 202201080900 322   7  15 *** *** * * *  1.4 20 ** ** ** ** ** ** ** 0   42   41 1025.5 ***** 1010.5  43  42 *****  0.14  0.40  0.15 **
576870 ***** 202201081200 329   6  15 *** *** * * *  1.1 10 ** ** ** ** ** ** ** 0   42   41 1026.8 ***** 1011.8  42  42 *****  0.04  0.35 *****  0
576870 ***** 202201081500 324   8  18 *** *** * * *  1.0 10 ** ** ** ** ** ** ** *   40   40 1027.1 ***** 1012.1  42  41 *****  0.00  0.26  0.14 **
576870 ***** 202201081800 329   4  18 *** *** * * *  1.1 10 ** ** ** ** ** ** ** 0   40   40 1026.2 ***** 1011.2  42  40 ***** *****  0.21  0.04 **
576870 ***** 202201082100 323   5  18 *** *** * * *  2.3 10 ** ** ** ** ** ** ** *   40   38 1025.3 ***** 1010.3  42  40 ***** *****  0.15  0.00 **
576870 ***** 202201090000 320   4  18 *** *** * * *  1.8 10 ** ** ** ** ** ** ** 0   40   39 1026.1 ***** 1011.1  42  40 ***** *****  0.15 *****  0
576870 ***** 202201090300 330   3  13 *** *** * * *  2.7 10 ** ** ** ** ** ** ** 0   45   40 1026.6 ***** 1011.6  44  40 ***** *****  0.14 ***** **
576870 ***** 202201090600 326   3  13 *** *** * * *  5.2 00 ** ** ** ** ** ** ** 0   47   40 1023.3 ***** 1008.4  48  40 ***** *****  0.04 *****  0
576870 ***** 202201090900 055   3 *** *** *** * * *  6.2 00 ** ** ** ** ** ** ** 0   47   39 1022.7 ***** 1007.8  48  40 ***** *****  0.00 ***** **
576870 ***** 202201091200 129   3 *** *** *** * * *  3.4 10 ** ** ** ** ** ** ** 0   46   41 1022.9 ***** 1008.0  48  40 ***** *****  0.00 ***** **
576870 ***** 202201091500 304   1 *** *** *** * * *  2.6 10 ** ** ** ** ** ** ** *   45   42 1022.4 ***** 1007.5  48  40 ***** ***** ***** ***** **
576870 ***** 202201091800 279   2 *** *** *** * * *  1.9 10 ** ** ** ** ** ** ** 0   44   42 1021.8 ***** 1007.0  48  40 ***** ***** ***** ***** **
576870 ***** 202201092100 360   0 *** *** *** * * *  2.4 10 ** ** ** ** ** ** ** *   44   42 1020.6 ***** 1005.8  48  40 ***** ***** ***** ***** **
576870 ***** 202201100000 319   1 *** *** *** * * *  2.6 10 ** ** ** ** ** ** ** 0   45   42 1022.3 ***** 1007.4  48  41 ***** *****  0.00 ***** **
576870 ***** 202201100300 330   7  11 *** *** * * *  1.8 60 ** ** ** ** ** ** ** 0   45   43 1024.7 ***** 1009.8  48  44 *****  0.03  0.03  0.03 **
576870 ***** 202201100600 341   5  19 *** *** * * *  2.2 50 ** ** ** ** ** ** ** 0   45   43 1023.4 ***** 1008.5  48  44 *****  0.08  0.08 *****  0
576870 ***** 202201100900 330   8  19 *** *** * * *  2.8 10 ** ** ** ** ** ** ** 0   46   43 1024.3 ***** 1009.4  47  44 *****  0.06  0.08  0.08 **
576870 ***** 202201101200 349   8  19 *** *** * * *  4.9 00 ** ** ** ** ** ** ** 0   46   41 1027.3 ***** 1012.4  46  44 *****  0.00  0.08 *****  0
576870 ***** 202201101500 322   3  19 *** *** * * *  2.7 10 ** ** ** ** ** ** ** *   44   41 1029.2 ***** 1014.2  46  44 ***** *****  0.08  0.06 **
576870 ***** 202201101800 329  11  17 *** *** * * *  2.1 10 ** ** ** ** ** ** ** 0   42   40 1029.0 ***** 1014.0  46  41 ***** *****  0.08  0.00 **
576870 ***** 202201102100 332   8  20 *** *** * * *  1.1 10 ** ** ** ** ** ** ** *   40   39 1028.7 ***** 1013.7  46  40 ***** *****  0.08 ***** **
576870 ***** 202201110000 317   4  20 *** *** * * *  0.6 10 ** ** ** ** ** ** ** 0   40   40 1029.8 ***** 1014.8  46  40 ***** *****  0.08 *****  0
576870 ***** 202201110300 324   9  20 *** *** * * *  2.2 10 ** ** ** ** ** ** ** 0   44   40 1030.4 ***** 1015.4  46  40 ***** *****  0.06 ***** **
576870 ***** 202201110600 001   3  20 *** *** * * *  3.2 10 ** ** ** ** ** ** ** 0   49   38 1026.6 ***** 1011.7  49  40 ***** *****  0.00 *****  0
576870 ***** 202201110900 341   2  17 *** *** * * *  3.4 05 ** ** ** ** ** ** ** 0   49   38 1025.5 ***** 1010.6  51  40 ***** ***** ***** ***** **
576870 ***** 202201111200 288   4  14 *** *** * * *  1.6 10 ** ** ** ** ** ** ** 0   41   39 1026.0 ***** 1011.0  51  40 ***** *****  0.00 ***** **
576870 ***** 202201111500 286   3  13 *** *** * * *  0.9 10 ** ** ** ** ** ** ** *   38   37 1026.6 ***** 1011.6  51  38 ***** ***** ***** ***** **
576870 ***** 202201111800 284   3 *** *** *** * * *  0.1 46 ** ** ** ** ** ** ** 0   36   36 1025.3 ***** 1010.3  51  36 ***** ***** ***** ***** **
576870 ***** 202201112100 360   0 *** *** *** * * *  0.1 46 ** ** ** ** ** ** ** *   32   32 1023.8 ***** 1008.8  51  33 ***** ***** ***** ***** **
576870 ***** 202201120000 251   2 *** *** *** * * *  0.1 46 ** ** ** ** ** ** ** 0   32   31 1024.7 ***** 1009.6  51  31 ***** *****  0.00 ***** **
576870 ***** 202201120300 114   5 *** *** *** * * *  5.6 00 ** ** ** ** ** ** ** 0   46   36 1025.8 ***** 1010.8  51  31 ***** ***** ***** ***** **
576870 ***** 202201120600 215   3 *** *** *** * * *  7.6 00 ** ** ** ** ** ** ** 0   51   36 1023.5 ***** 1008.6  52  31 ***** *****  0.00 ***** **
576870 ***** 202201120900 231   4 *** *** *** * * *  6.2 00 ** ** ** ** ** ** ** 0   49   37 1024.1 ***** 1009.1  52  31 ***** ***** ***** ***** **
576870 ***** 202201121200 026   1 *** *** *** * * *  5.4 00 ** ** ** ** ** ** ** 0   47   40 1025.6 ***** 1010.5  52  31 ***** *****  0.00 ***** **
576870 ***** 202201121500 283   3 *** *** *** * * *  4.4 10 ** ** ** ** ** ** ** *   46   41 1027.7 ***** 1012.8  52  31 ***** ***** ***** ***** **
576870 ***** 202201121800 332   7  19 *** *** * * *  2.4 10 ** ** ** ** ** ** ** 0   44   41 1028.3 ***** 1013.4  52  31 ***** ***** ***** ***** **
576870 ***** 202201122100 330   9  19 *** *** * * *  1.6 10 ** ** ** ** ** ** ** *   42   39 1028.8 ***** 1013.9  52  31 ***** ***** ***** ***** **
576870 ***** 202201130000 323   8  21 *** *** * * *  1.6 10 ** ** ** ** ** ** ** 0   40   38 1030.4 ***** 1015.4  52  32 ***** *****  0.00 ***** **
576870 ***** 202201130300 329  11  21 *** *** * * *  2.1 10 ** ** ** ** ** ** ** 0   44   38 1031.9 ***** 1016.9  52  40 ***** ***** ***** ***** **
576870 ***** 202201130600 329  10  21 *** *** * * *  4.1 05 ** ** ** ** ** ** ** 0   51   37 1027.8 ***** 1012.9  51  40 ***** *****  0.00 ***** **
576870 ***** 202201130900 338   7  21 *** *** * * *  4.6 05 ** ** ** ** ** ** ** 0   48   34 1026.6 ***** 1011.7  52  40 ***** ***** ***** ***** **
576870 ***** 202201131200 292   6  21 *** *** * * *  3.6 05 ** ** ** ** ** ** ** 0   46   35 1027.2 ***** 1012.2  52  40 ***** *****  0.00 ***** **
576870 ***** 202201131500 316   6  21 *** *** * * *  3.8 05 ** ** ** ** ** ** ** *   44   32 1026.7 ***** 1011.8  52  40 ***** ***** ***** ***** **
576870 ***** 202201131800 314   6  21 *** *** * * *  3.3 10 ** ** ** ** ** ** ** 0   43   33 1024.8 ***** 1010.0  52  40 ***** ***** ***** ***** **
576870 ***** 202201132100 284   1  14 *** *** * * *  2.8 10 ** ** ** ** ** ** ** *   42   35 1023.2 ***** 1008.3  52  40 *****  0.00  0.00  0.00 **
576870 ***** 202201140000 175   1  13 *** *** * * *  1.7 60 ** ** ** ** ** ** ** 0   41   39 1023.8 ***** 1008.9  52  41 *****  0.01  0.01 *****  0
576870 ***** 202201140300 322   2  12 *** *** * * *  4.3 10 ** ** ** ** ** ** ** 0   41   37 1025.4 ***** 1010.4  52  40 *****  0.03  0.03  0.03 **
576870 ***** 202201140600 325   4 *** *** *** * * *  2.1 10 ** ** ** ** ** ** ** 0   41   38 1023.0 ***** 1008.0  52  40 *****  0.02  0.03 *****  0
576870 ***** 202201140900 088   1 *** *** *** * * *  3.6 10 ** ** ** ** ** ** ** 0   43   37 1021.8 ***** 1006.9  48  40 ***** *****  0.03  0.03 **
576870 ***** 202201141200 057   2 *** *** *** * * *  4.6 00 ** ** ** ** ** ** ** 0   42   34 1023.3 ***** 1008.3  46  40 ***** *****  0.03 *****  0
576870 ***** 202201141500 280   2 *** *** *** * * *  3.2 10 ** ** ** ** ** ** ** *   41   37 1024.8 ***** 1009.8  44  40 ***** *****  0.03 ***** **
576870 ***** 202201141800 303   2 *** *** *** * * *  2.2 10 ** ** ** ** ** ** ** 0   41   39 1023.9 ***** 1008.9  43  40 ***** *****  0.03 ***** **
576870 ***** 202201142100 286   2 *** *** *** * * *  2.2 10 ** ** ** ** ** ** ** *   41   38 1023.7 ***** 1008.7  43  40 ***** *****  0.03 ***** **
576870 ***** 202201150000 274   2 *** *** *** * * *  2.3 10 ** ** ** ** ** ** ** 0   42   39 1025.0 ***** 1010.0  43  40 ***** *****  0.02 *****  0
576870 ***** 202201150300 308   4 *** *** *** * * *  2.5 10 ** ** ** ** ** ** ** 0   44   39 1025.6 ***** 1010.6  44  41 ***** ***** ***** ***** **
576870 ***** 202201150600 328   5  13 *** *** * * *  3.0 10 ** ** ** ** ** ** ** 0   45   39 1023.0 ***** 1008.1  46  41 ***** *****  0.00 ***** **
576870 ***** 202201150900 328   4  13 *** *** * * *  2.5 10 ** ** ** ** ** ** ** 0   44   39 1023.5 ***** 1008.6  46  41 ***** ***** ***** ***** **
576870 ***** 202201151200 335   4  13 *** *** * * *  2.2 21 ** ** ** ** ** ** ** 5   44   40 1025.2 ***** 1010.2  46  41 ***** ***** ***** ***** **
576870 ***** 202201151500 306   6  13 *** *** * * *  0.9 50 ** ** ** ** ** ** ** *   42   41 1026.6 ***** 1011.6  46  41 *****  0.01  0.01  0.01 **
576870 ***** 202201151800 302   4  11 *** *** * * *  1.4 10 ** ** ** ** ** ** ** 0   42   41 1026.4 ***** 1011.4  46  41 *****  0.02  0.02  0.02 **
576870 ***** 202201152100 326   5  11 *** *** * * *  1.6 10 ** ** ** ** ** ** ** *   42   40 1025.5 ***** 1010.5  46  41 *****  0.01  0.02  0.02 **
576870 ***** 202201160000 325   8  13 *** *** * * *  0.9 60 ** ** ** ** ** ** ** 5   41   40 1027.8 ***** 1012.8  46  41 *****  0.03  0.05 *****  0
576870 ***** 202201160300 322   8  13 *** *** * * *  1.2 60 ** ** ** ** ** ** ** 5   42   41 1028.1 ***** 1013.1  46  41 *****  0.07  0.09  0.08 **
576870 ***** 202201160600 310   7  13 *** *** * * *  1.3 60 ** ** ** ** ** ** ** 0   43   41 1026.4 ***** 1011.4  45  41 *****  0.06  0.11 *****  0
576870 ***** 202201160900 332   6  13 *** *** * * *  0.8 60 ** ** ** ** ** ** ** 5   43   42 1026.6 ***** 1011.6  44  41 *****  0.08  0.18  0.15 **
576870 ***** 202201161200 300   4  13 *** *** * * *  0.9 60 ** ** ** ** ** ** ** 0   44   42 1028.1 ***** 1013.1  44  41 *****  0.12  0.24 *****  0
576870 ***** 202201161500 269   2  13 *** *** * * *  0.6 60 ** ** ** ** ** ** ** *   43   42 1028.4 ***** 1013.4  44  41 *****  0.16  0.32  0.24 **
576870 ***** 202201161800 331   6  12 *** *** * * *  0.7 60 ** ** ** ** ** ** ** 0   43   42 1027.4 ***** 1012.4  44  41 *****  0.24  0.45  0.36 **
576870 ***** 202201162100 308   5 *** *** *** * * *  0.3 60 ** ** ** ** ** ** ** *   43   42 1026.3 ***** 1011.3  44  41 *****  0.23  0.54  0.39 **
576870 ***** 202201170000 329   7 *** *** *** * * *  0.6 60 ** ** ** ** ** ** ** 5   43   43 1028.4 ***** 1013.4  44  41 *****  0.15  0.57 *****  0
576870 ***** 202201170300 041   4 *** *** *** * * *  1.4 60 ** ** ** ** ** ** ** 5   46   44 1029.1 ***** 1014.1  46  42 *****  0.15  0.62  0.38 **
576870 ***** 202201170600 324   3 *** *** *** * * *  1.4 60 ** ** ** ** ** ** ** 0   47   45 1027.3 ***** 1012.4  47  43 *****  0.09  0.60 *****  0
576870 ***** 202201170900 321   5 *** *** *** * * *  1.0 60 ** ** ** ** ** ** ** 0   46   45 1027.1 ***** 1012.2  47  43 *****  0.00  0.54  0.15 **
576870 ***** 202201171200 266   2 *** *** *** * * *  0.5 10 ** ** ** ** ** ** ** 0   46   45 1028.2 ***** 1013.2  47  43 ***** *****  0.48 *****  0
576870 ***** 202201171500 314   3 *** *** *** * * *  1.0 10 ** ** ** ** ** ** ** *   46   44 1028.2 ***** 1013.3  47  43 ***** *****  0.38  0.00 **
576870 ***** 202201171800 292   5 *** *** *** * * *  1.6 10 ** ** ** ** ** ** ** 0   46   43 1027.4 ***** 1012.5  47  43 ***** *****  0.24 ***** **
576870 ***** 202201172100 321   7  15 *** *** * * *  1.9 10 ** ** ** ** ** ** ** *   46   42 1026.6 ***** 1011.7  47  43 ***** *****  0.15 ***** **
576870 ***** 202201180000 330   8  15 *** *** * * *  1.2 10 ** ** ** ** ** ** ** 0   44   42 1027.3 ***** 1012.4  47  43 ***** *****  0.09 *****  0
576870 ***** 202201180300 323  11  16 *** *** * * *  1.4 10 ** ** ** ** ** ** ** 0   45   42 1028.3 ***** 1013.4  47  43 ***** *****  0.00 ***** **
576870 ***** 202201180600 333   8  16 *** *** * * *  2.4 10 ** ** ** ** ** ** ** 0   51   41 1025.2 ***** 1010.4  51  43 ***** *****  0.00 ***** **
576870 ***** 202201180900 077   2  16 *** *** * * *  2.4 10 ** ** ** ** ** ** ** 0   51   43 1024.2 ***** 1009.4  53  43 ***** ***** ***** ***** **
576870 ***** 202201181200 269   3  16 *** *** * * *  1.1 10 ** ** ** ** ** ** ** 0   44   42 1024.6 ***** 1009.7  53  43 ***** *****  0.00 ***** **
576870 ***** 202201181500 272   2  15 *** *** * * *  0.7 28 ** ** ** ** ** ** ** *   42   41 1025.6 ***** 1010.7  53  42 ***** ***** ***** ***** **
576870 ***** 202201181800 108   2  12 *** *** * * *  0.2 45 ** ** ** ** ** ** ** 4   41   40 1024.6 ***** 1009.7  53  40 ***** ***** ***** ***** **
576870 ***** 202201182100 118   4 *** *** *** * * *  0.0 44 ** ** ** ** ** ** ** *   39   39 1023.8 ***** 1008.9  53  37 ***** ***** ***** ***** **
576870 ***** 202201190000 130   4 *** *** *** * * *  0.1 46 ** ** ** ** ** ** ** 0   40   39 1025.2 ***** 1010.2  53  37 ***** *****  0.00 ***** **
576870 ***** 202201190300 129   5 *** *** *** * * *  0.1 46 ** ** ** ** ** ** ** 0   44   44 1025.8 ***** 1010.8  53  37 ***** ***** ***** ***** **
576870 ***** 202201190600 119   4 *** *** *** * * *  1.6 10 ** ** ** ** ** ** ** 0   49   49 1023.4 ***** 1008.5  53  37 ***** *****  0.00 ***** **
576870 ***** 202201190900 113   3 *** *** *** * * *  3.2 10 ** ** ** ** ** ** ** 0   53   47 1022.2 ***** 1007.4  54  37 ***** ***** ***** ***** **
576870 ***** 202201191200 301   2 *** *** *** * * *  1.6 10 ** ** ** ** ** ** ** 0   48   46 1022.7 ***** 1007.8  54  37 ***** *****  0.00 ***** **
576870 ***** 202201191500 299   3 *** *** *** * * *  1.4 10 ** ** ** ** ** ** ** *   43   42 1023.3 ***** 1008.4  54  37 ***** ***** ***** ***** **
576870 ***** 202201191800 246   4 *** *** *** * * *  1.1 10 ** ** ** ** ** ** ** 0   44   43 1022.9 ***** 1008.1  54  37 ***** ***** ***** ***** **
576870 ***** 202201192100 304   8  13 *** *** * * *  0.1 45 ** ** ** ** ** ** ** *   45   44 1022.2 ***** 1007.5  54  39 ***** ***** ***** ***** **
576870 ***** 202201200000 014   4  17 *** *** * * *  0.1 45 ** ** ** ** ** ** ** 4   44   43 1023.5 ***** 1008.7  54  40 ***** *****  0.00 ***** **
576870 ***** 202201200300 321  11  19 *** *** * * *  0.2 46 ** ** ** ** ** ** ** 0   44   43 1025.1 ***** 1010.2  54  42 ***** ***** ***** ***** **
576870 ***** 202201200600 326   6  21 *** *** * * *  1.2 10 ** ** ** ** ** ** ** 0   46   44 1021.8 ***** 1007.0  54  42 ***** *****  0.00 ***** **
576870 ***** 202201200900 335   9  21 *** *** * * *  1.4 10 ** ** ** ** ** ** ** 0   46   43 1021.5 ***** 1006.7  53  42 ***** ***** ***** ***** **
576870 ***** 202201201200 085   4  21 *** *** * * *  0.7 60 ** ** ** ** ** ** ** 0   44   43 1021.1 ***** 1006.2  48  42 *****  0.06  0.06 *****  0
576870 ***** 202201201500 302   6  21 *** *** * * *  0.7 10 ** ** ** ** ** ** ** *   44   43 1022.6 ***** 1007.7  47  42 *****  0.09  0.09  0.09 **
576870 ***** 202201201800 316   4  19 *** *** * * *  0.6 60 ** ** ** ** ** ** ** 5   44   43 1022.5 ***** 1007.6  47  43 *****  0.05  0.11  0.11 **
576870 ***** 202201202100 309   8  19 *** *** * * *  0.5 60 ** ** ** ** ** ** ** *   44   43 1021.2 ***** 1006.4  47  44 *****  0.03  0.12  0.12 **
576870 ***** 202201210000 321   8  19 *** *** * * *  0.4 60 ** ** ** ** ** ** ** 5   45   44 1022.6 ***** 1007.7  47  44 *****  0.05  0.16 *****  0
