time,max,min
2020-08-30,33.03333333333334,30.766666666666666
2020-08-31,33.366667,30.400000000000002
2020-09-01,25.333333333333332,20.933333333333334
2020-09-02,25.0,10.7
2020-09-03,26.933333333333334,15.0
2020-09-04,27.3,21.2
2020-09-05,23.6,22.5
2020-09-06,29.4,27.4
2020-09-07,28.4,26.4
2020-09-08,32.800000499999996,29.7
2020-09-09,32.5,28.6
2020-09-10,24.65,23.75
2020-09-11,25.299999999999997,22.25
2020-09-12,21.05,19.4
2020-09-13,28.6,27.0
2020-09-14,27.0,25.950000000000003
2020-09-15,26.6,25.25
2020-09-16,25.75,24.45
2020-09-17,24.5,22.3
2020-09-18,24.85,21.5
2020-09-19,25.3,23.6
2020-09-20,24.95,23.65
2020-09-21,24.25,23.5
2020-09-22,23.65,21.9
2020-09-23,22.3,21.6
2020-09-24,25.5,22.0
2020-09-25,25.2,22.933333333333334
2020-09-26,23.03333333333333,22.26666666666667
2020-09-27,24.0,22.2
2020-09-28,25.066666666666666,22.399999999999995
2020-09-29,24.03333333333333,23.3
2020-09-30,26.433333333333334,23.266666666666666
2020-10-01,18.0,15.933333333333332
2020-10-02,22.566666666666666,19.900000000000002
2020-10-03,22.099999999999998,18.8
2020-10-04,20.933333333333334,18.900000000000002
2020-10-05,20.633333333333333,18.733333333333334
2020-10-06,20.2,18.96666666666667
2020-10-07,21.333333333333332,19.8
2020-10-08,24.066666666666666,21.900000000000002
2020-10-09,24.53333333333333,22.433333333333334
2020-10-10,24.566666666666666,20.333333333333332
2020-10-11,24.366666666666664,20.066666666666666
2020-10-12,22.066666666666666,18.733333333333334
2020-10-13,24.633333333333336,22.400000000000002
2020-10-14,22.766666666666666,21.033333333333335
2020-10-15,21.1,19.26666666666667
2020-10-16,19.26666666666667,18.599999999999998
2020-10-17,20.53333333333333,18.900000000000002
2020-10-18,19.266666666666666,17.599999999999998
2020-10-19,20.53333333333333,17.400000000000002
2020-10-20,21.066666666666666,18.400000000000002
2020-10-21,21.96666666666667,17.8
2020-10-22,23.966666666666665,18.133333333333336
2020-10-23,24.0,18.299999999999997
2020-10-24,23.566666666666666,19.966666666666665
2020-10-25,23.73333333333333,20.433333333333334
2020-10-26,21.933333333333337,20.03333333333333
2020-10-27,23.633333333333336,19.73333333333333
2020-10-28,22.96666666666667,20.333333333333336
2020-10-29,21.96666666666667,19.266666666666666
